Name,Folder,Steps,Expected,Id
Балл на Kanban для лида из формы в workspace 8,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид в workspace 8, источник — заполнение формы Upservice на сайте; открыть Kanban",на Kanban отображается рассчитанный итоговый балл,tc-5295011-1
Балл в карточке лида из формы в workspace 8,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид в workspace 8, источник — заполнение формы Upservice на сайте; открыть карточку лида",в карточке лида отображается рассчитанный итоговый балл,tc-5295011-2
Нет балла на Kanban вне workspace 8,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид в workspace, отличном от 8, создан из формы Upservice; открыть Kanban",итоговый балл скоринга формы не отображается на Kanban,tc-5295011-3
Нет балла в карточке вне workspace 8,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид в workspace, отличном от 8, создан из формы Upservice; открыть карточку лида",итоговый балл скоринга формы не отображается в карточке лида,tc-5295011-4
Нет балла на Kanban при другом источнике в workspace 8,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид в workspace 8 с источником, отличным от заполнения формы Upservice (регистрация, мессенджер, звонок, email, чат, ИИ-анализ); открыть Kanban",итоговый балл скоринга формы не отображается на Kanban,tc-5295011-5
Нет балла в карточке при другом источнике в workspace 8,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид в workspace 8 с источником, отличным от заполнения формы Upservice (регистрация, мессенджер, звонок, email, чат, ИИ-анализ); открыть карточку лида",итоговый балл скоринга формы не отображается в карточке лида,tc-5295011-6
Итоговый балл 105 для идеального лида из формы,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид из формы: корпоративная почта, осмысленная компания, корректный телефон с мессенджерами, «задача клиента» — релевантная Upservice потребность, 6–20 пользователей",итоговый балл **105** (40+5+5+30+25),tc-5295011-7
Итоговый балл −25 для слабого лида из формы,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид из формы: временная почта, фиктивное имя, фиктивный телефон, «задача клиента» — потенциально НЕцелевая потребность, 1 пользователь",итоговый балл **−25** (40−30−10−15+0−10),tc-5295011-8
Итоговый балл 10 для смешанного лида из формы,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","Лид из формы: корпоративная почта, осмысленная компания, 2–5 пользователей, «задача клиента» — не является потенциальным покупателем",итоговый балл **10** (40+5+5−50+10),tc-5295011-9
Бонус +40 за заполнение формы,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",Лид создан из заполнения формы Upservice,к сумме применяется **+40** за факт заполнения формы,tc-5295011-10
Бонус +5 за корпоративную почту,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы корпоративная почта,к сумме **+5**,tc-5295011-11
Штраф −30 за временную почту,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы временная/фейковая почта,к сумме **−30**,tc-5295011-12
Бонус +5 за осмысленное название компании,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы осмысленное название компании,к сумме **+5**,tc-5295011-13
Штраф −10 за фиктивное название компании,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы фиктивное название компании,к сумме **−10**,tc-5295011-14
Штраф −10 за фиктивное имя,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы фиктивное имя,к сумме **−10**,tc-5295011-15
Штраф −15 за фиктивный телефон,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы фиктивный телефон,к сумме **−15**,tc-5295011-16
Штраф −10 за отсутствие номера телефона,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы отсутствует номер телефона,к сумме **−10**,tc-5295011-17
Штраф −20 за отсутствие мессенджеров на номере,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","У лида из формы указан ненфиктивный номер телефона, на нём нет мессенджеров (tg, wa, max, viber)",к сумме **−20**,tc-5295011-18
Штраф «нет мессенджеров» не применяется при фиктивном номере,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы указан фиктивный номер телефона,штраф «нет мессенджеров» (**−20**) не применяется,tc-5295011-19
Штраф «нет мессенджеров» не применяется без номера,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы отсутствует номер телефона,штраф «нет мессенджеров» (**−20**) не применяется,tc-5295011-20
Бонус +30 за релевантную потребность,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Для каких задач ищите систему?» — релевантная Upservice потребность,к сумме **+30**,tc-5295011-21
Бонус +20 за потенциально релевантную потребность,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Для каких задач ищите систему?» — потенциально релевантная потребность,к сумме **+20**,tc-5295011-22
Ноль баллов за потенциально нецелевую потребность,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Для каких задач ищите систему?» — потенциально НЕцелевая потребность,к сумме **0**,tc-5295011-23
Штраф −50 за непокупателя,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Для каких задач ищите систему?» — не является потенциальным покупателем,к сумме **−50**,tc-5295011-24
Штраф −10 за команду из 1 человека,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Сколько человек будут работать в системе?» — 1 человек,к сумме **−10**,tc-5295011-25
Бонус +10 за команду 2–5 человек,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Сколько человек будут работать в системе?» — 2–5 человек,к сумме **+10**,tc-5295011-26
Бонус +25 за команду 6–20 человек,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Сколько человек будут работать в системе?» — 6–20 человек,к сумме **+25**,tc-5295011-27
Бонус +30 за команду 21–50 человек,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Сколько человек будут работать в системе?» — 21–50 человек,к сумме **+30**,tc-5295011-28
Бонус +40 за команду 51+ человек,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""",У лида из формы ответ «Сколько человек будут работать в системе?» — 51+ человек,к сумме **+40**,tc-5295011-29
Пересчёт балла при изменении полей,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","У лида из формы в workspace 8 изменены поля, влияющие на признаки скоринга (в т.ч. поля формы)",итоговый балл пересчитывается,tc-5295011-30
Новый балл на Kanban после изменения полей,"""[Story] - Скоринг лида, заполнившего форму на сайте Upservice""","У лида из формы в workspace 8 изменены поля, влияющие на признаки скоринга; открыть Kanban",на Kanban отображается новое значение итогового балла,tc-5295011-31
