Name,Folder,Steps,Expected,Id
Переключатель обязательности Email,"""[Story] — Настройка обязательности поля Email в виджете""",Открыть настройки канала «Чат на сайте» для создания или редактирования виджета,для поля Email доступен переключатель «Обязательное поле Email»,tc-4827436-1
Email обязателен после включения,"""[Story] — Настройка обязательности поля Email в виджете""","Включить переключатель «Обязательное поле Email», сохранить или опубликовать настройки, открыть клиентский виджет (форма обратного звонка или виджет в нерабочее время)",поле Email помечено как обязательное,tc-4827436-2
Блок без Email при обязательности,"""[Story] — Настройка обязательности поля Email в виджете""",При включённой обязательности Email попытаться начать чат или отправить форму без Email,действие не выполняется; отображается сообщение об обязательности поля,tc-4827436-3
Формат Email при обязательности,"""[Story] — Настройка обязательности поля Email в виджете""",При включённой обязательности Email ввести значение не в формате Email и попытаться продолжить,значение не принимается (проверка формата),tc-4827436-4
Корректный Email проходит,"""[Story] — Настройка обязательности поля Email в виджете""",При включённой обязательности Email ввести корректный Email и отправить форму / начать чат,действие выполняется,tc-4827436-5
Email необязателен после выключения,"""[Story] — Настройка обязательности поля Email в виджете""","Выключить переключатель «Обязательное поле Email», сохранить или опубликовать, открыть клиентский виджет",поле Email отображается и не помечено как обязательное; клиент может начать чат без заполнения Email,tc-4827436-6
Формат при выключенной обязательности,"""[Story] — Настройка обязательности поля Email в виджете""",При выключенной обязательности ввести Email неверного формата и попытаться продолжить,значение не принимается (проверка формата сохраняется),tc-4827436-7
Настройка per-widget,"""[Story] — Настройка обязательности поля Email в виджете""",Сохранить настройку обязательности для одного виджета; открыть настройки другого виджета,значение переключателя у второго виджета не зависит от первого (настройка per-widget),tc-4827436-8
Сохранённое состояние переключателя,"""[Story] — Настройка обязательности поля Email в виджете""","Сохранить выбранное состояние переключателя, закрыть и снова открыть форму редактирования того же виджета",отображается ранее сохранённое состояние,tc-4827436-9
По умолчанию выключен для старых,"""[Story] — Настройка обязательности поля Email в виджете""","Для виджета, существовавшего до релиза, открыть настройки",переключатель «Обязательное поле Email» выключен по умолчанию,tc-4827436-10
