Name,Folder,Steps,Expected,Id
Шесть блоков дашборда после регистрации,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Сразу после регистрации компании открыть личный дашборд (Web),"отображаются все шесть блоков: «Тикеты в работе», «Закрыть задачи сегодня», «Просроченные задачи», «Просроченные лиды», «Просроченные тикеты», «Демо-встреча».",tc-5199819-1
Счётчики демо-данных сразу после регистрации,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,"Сразу после регистрации, до действий пользователя с демо-данными, прочитать счётные блоки","«Тикеты в работе» = 3, «Закрыть задачи сегодня» = 2, «Просроченные задачи» = 2, «Просроченные лиды» = 1, «Просроченные тикеты» = 1.",tc-5199819-2
Счётчики и встреча через 15 минут после регистрации,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Зарегистрировать компанию 06.08.2026 в 10:00 и открыть личный дашборд в 10:15,"счётчики 3 / 2 / 2 / 1 / 1; блок «Демо-встреча» показывает встречу 06.08.2026, 11:00–12:00.",tc-5199819-3
Демо-задачи блока «Закрыть задачи сегодня»,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,После регистрации проверить демо-задачи блока «Закрыть задачи сегодня»,две задачи; срок — дата регистрации; не в финальном статусе; ответственный — регистрант.,tc-5199819-4
Демо-задачи блока «Просроченные задачи»,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,После регистрации проверить демо-задачи блока «Просроченные задачи»,две задачи; срок раньше даты регистрации; не в финальном статусе; ответственный — регистрант.,tc-5199819-5
Демо-тикеты и лид в счётных блоках,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,"После регистрации проверить демо-сущности блоков «Тикеты в работе», «Просроченные лиды», «Просроченные тикеты»","3 тикета в работе, 1 просроченный лид, 1 просроченный тикет; все попадают в отбор соответствующего stat card; ответственный — регистрант.",tc-5199819-6
Параметры блока «Демо-встреча» после регистрации,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,После регистрации открыть блок «Демо-встреча»,одна встреча; дата — дата регистрации; начало = момент регистрации + 1 ч; окончание = момент регистрации + 2 ч (длительность 1 ч); регистрант — участник.,tc-5199819-7
Логика отбора счётных блоков без изменений,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Сравнить отбор сущностей в пяти счётных блоках с отбором существующих stat cards личного дашборда,"логика отбора совпадает, без изменений для демо-данных.",tc-5199819-8
Счётчик после закрытия демо-тикета,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,При «Тикеты в работе» = 3 закрыть один демо-тикет и снова открыть дашборд,«Тикеты в работе» = 2; закрытый тикет остаётся в системе.,tc-5199819-9
Счётчик после выполнения демо-задачи,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,При «Просроченные задачи» = 2 выполнить одну демо-задачу и открыть дашборд,«Просроченные задачи» = 1.,tc-5199819-10
Те же правила счётчика для демо-сущностей,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,"Изменить состояние демо-сущности (закрыть тикет, выполнить задачу)","счётчик соответствующего блока изменяется по тем же правилам, что для обычных (не демо) сущностей.",tc-5199819-11
Скрытие блока после окончания демо-встречи,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Зарегистрировать компанию 06.08.2026 в 10:00 (встреча 11:00–12:00) и открыть дашборд в 12:30,блок «Демо-встреча» не показывает эту встречу; встреча доступна в задачах.,tc-5199819-12
Демо-данные не удаляются автоматически,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Дождаться окончания демо-встречи и проверить систему,"сущность встречи не удалена автоматически; демо-тикеты, задачи и лид также не удаляются автоматически.",tc-5199819-13
Непрочитанные уведомления онбординга в колокольчике,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Сразу после регистрации открыть ленту уведомлений (колокольчик),непрочитанные уведомления об онбординг-событиях отображаются как непрочитанные: подсветка красным и индикатор.,tc-5199819-14
Четыре просрочки и одно назначение в колокольчике,[Story] - (Доработка: Онбординг) Наполнение дашборда для новых регистрантов,Сразу после регистрации открыть колокольчик,четыре непрочитанных уведомления о просрочке и одно непрочитанное уведомление о назначении ответственным в задаче.,tc-5199819-15
